# Reuter 2020 table F1
#Source		specz	photoz	pzerr	Tdust	Tderr	l_peak	lp_err	model	mu	dmu	LFIR	LFIRerr	Mdust	Mdusterrhi	Mdusterrlo	SFR	SFRerr
#---		---	---	---	K	K	um	um	---	---	---	1e13Lsun	1e13Lsun	1e10Msun	1e10Msun	1e10Msun	1e3Msun/yr	1e3Msun/yr
SPT0459-59	4.799	5.3	0.7	49	16	93	11	1	3.64	0.39	1.0	0.2	2.14	0.54	0.82	3.2	1.0
SPT0512-59	2.233	2.6	0.4	34	6	101	6	0	5.50	0.62	0.6	0.1	2.53	1.00	2.87	1.4	0.9
SPT0516-59	3.404	3.2	0.6	63	13	84	7	0	5.50	0.62	0.5	0.1	0.52	0.22	0.55	1.6	1.0
SPT0520-53	3.779	4.2	0.7	43	7	98	9	0	5.50	0.62	0.5	0.1	1.30	0.55	1.39	1.6	1.1
SPT0528-53	4.737	4.3	0.9	58	22	87	12	0	5.50	0.62	0.3	0.1	0.66	0.31	0.89	1.1	0.8
SPT0529-54	3.368	4.7	0.5	32	3	122	10	1	13.23	0.85	0.25	0.04	1.15	0.22	0.36	0.8	0.3
SPT0532-50	3.399	4.0	0.5	44	7	88	6	1	10.04	0.57	0.75	0.09	3.56	0.51	0.56	1.7	0.2
SPT0538-50	2.785	3.0	0.4	42	6	92	7	1	20.10	2.98	0.34	0.07	1.05	0.21	0.29	0.7	0.2
SPT0544-40	4.269	4.0	0.6	53	18	85	9	0	5.50	0.62	0.9	0.2	2.17	0.93	2.81	2.2	1.5
SPT0550-53	3.128	4.1	0.6	35	8	112	12	0	5.50	0.62	0.3	0.1	1.13	0.52	1.28	0.9	0.6
SPT0551-48	2.583	2.8	0.3	62	21	85	9	0	5.50	0.62	2.0	0.5	2.25	0.89	3.17	6.1	4.0
SPT0551-50	3.164	3.5	0.5	44	8	93	6	0	5.50	0.62	0.8	0.1	1.91	0.81	2.25	1.7	1.1
SPT0552-42	4.438	4.9	0.9	36	5	102	11	0	5.50	0.62	0.4	0.1	1.33	0.60	1.88	1.5	1.0
SPT0553-50	5.323	4.2	0.9	59	18	84	13	0	5.50	0.62	0.6	0.1	1.47	0.72	2.17	1.8	1.2
SPT0555-62	4.815	4.8	0.7	62	15	73	7	0	5.50	0.62	0.7	0.1	0.72	0.30	0.92	2.9	1.9
SPT0604-64	2.481	3.0	0.4	42	8	98	5	0	5.50	0.62	1.4	0.3	2.82	1.10	3.38	3.0	1.9
SPT0611-55	2.026	2.5	0.4	53	9	104	2	0	5.50	0.62	0.5	0.1	0.43	0.17	0.52	0.8	0.5
SPT0625-58	2.727	3.4	0.4	39	6	93	5	0	5.50	0.62	1.1	0.2	2.96	1.16	3.32	2.4	1.5
SPT0652-55	3.347	4.2	0.5	40	4	108	7	0	5.50	0.62	1.3	0.2	2.86	1.23	3.29	4.0	2.6
SPT2031-51	2.452	2.9	0.4	37	6	100	6	1	3.89	0.16	0.8	0.2	2.55	0.31	0.37	1.8	0.3
SPT2037-65	3.998	5.1	0.6	35	4	89	3	0	5.50	0.62	1.3	0.2	17.23	6.67	19.52	3.8	2.4
SPT2048-55	4.090	5.1	0.7	33	31	85	8	1	6.25	0.70	0.4	0.2	3.86	0.70	0.85	1.0	0.2
SPT2101-60	3.155	3.1	0.6	52	10	89	9	0	5.50	0.62	0.9	0.1	1.47	0.63	1.64	2.7	1.8
SPT2103-60	4.436	5.1	0.7	44	9	102	3	1	27.84	1.76	0.14	0.02	0.20	0.02	0.03	0.4	0.1
SPT2129-57	3.260	4.1	0.4	56	13	87	6	0	5.50	0.62	0.8	0.1	1.17	0.49	1.30	2.5	1.6
SPT2132-58	4.768	5.2	0.6	51	19	90	11	1	5.72	0.54	0.7	0.1	1.50	0.35	0.57	2.1	0.6
SPT2134-50	2.780	3.0	0.3	61	20	83	6	1	21.00	2.42	0.33	0.07	0.59	0.09	0.11	0.8	0.1
SPT2146-55	4.567	4.6	0.8	47	19	88	11	1	6.65	0.41	0.5	0.1	1.43	0.32	0.55	1.7	0.4
SPT2147-50	3.760	4.2	0.7	48	9	93	8	1	6.55	0.42	0.54	0.07	0.93	0.15	0.22	1.3	0.3
SPT2152-40	3.851	4.9	0.5	47	11	93	9	0	5.50	0.62	0.7	0.1	1.79	0.80	2.27	2.2	1.4
SPT2203-41	5.194	5.3	0.9	53	10	95	2	0	5.50	0.62	0.6	0.1	0.67	0.27	0.72	2.2	1.4
SPT2232-61	2.894	3.1	0.5	45	8	100	6	0	5.50	0.62	0.7	0.1	1.32	0.50	1.61	2.3	1.5
SPT2311-45	2.507	3.2	0.5	35	6	97	6	0	5.50	0.62	0.4	0.1	1.51	0.61	1.64	1.0	0.6
SPT2311-54	4.280	4.3	0.6	61	12	76	7	1	1.95	0.09	1.7	0.2	1.48	0.22	0.31	5.9	0.9
SPT2316-50	3.141	3.6	1.0	48	18	106	5	0	5.50	0.62	0.2	0.1	0.30	0.12	0.36	0.6	0.4
SPT2319-55	5.293	5.8	0.9	60	17	86	10	1	7.89	1.85	0.3	0.1	0.46	0.14	0.26	1.2	0.4
SPT2332-53	2.726	2.1	0.3	64	12	77	6	0	5.50	0.62	1.7	0.3	1.57	0.67	1.99	3.8	2.4
SPT2335-53	4.755	4.3	1.0	61	16	81	2	0	5.50	0.62	0.3	0.1	0.17	0.06	0.19	2.0	1.3
SPT2340-59	3.862	4.3	0.9	55	14	93	3	1	3.37	0.31	0.5	0.1	0.48	0.07	0.08	2.0	0.3
SPT2349-50	2.876	3.7	0.6	49	15	94	7	1	2.15	0.09	1.3	0.3	2.49	0.39	0.47	3.9	0.7
SPT2349-52	3.900	4.1	1.0	63	17	84	3	0	5.50	0.62	0.19	0.04	0.12	0.05	0.14	1.2	0.8
SPT2349-56	4.302	4.6	0.7	59	11	84	2	1	1.00	0.00	1.7	0.3	0.99	0.10	0.11	6.3	0.5
SPT2351-57	5.811	4.6	1.1	70	15	70	7	0	5.50	0.62	0.5	0.1	0.40	0.17	0.49	2.9	1.9
SPT2353-50	5.578	5.7	0.9	66	16	81	10	0	5.50	0.62	0.5	0.1	0.67	0.31	0.80	2.1	1.4
SPT2354-58	1.867	1.9	0.3	61	17	87	4	1	6.29	0.36	0.9	0.2	1.39	0.16	0.18	2.8	0.3
SPT2357-51	3.070	3.8	0.6	43	6	110	3	1	2.85	0.12	0.7	0.1	1.29	0.14	0.16	2.4	0.2
